,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H07,H09,H11,H12
449,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
450,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
451,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
452,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
453,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
454,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
455,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
456,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
457,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
458,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,0,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
459,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,0,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
460,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,,1,0,1,0,0,0,0,1,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
461,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,1,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
462,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,1,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
463,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,1,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
465,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
467,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
469,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,,0,1,0,0,0,,0,0,0
470,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,,0,1,0,0,0,,0,0,0
471,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,,0,1,0,0,0,,0,0,0
472,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,,0,1,0,0,0,,0,0,0
473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,0,0,,0,1,0,0,0,,0,0,0
474,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
476,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
478,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,1,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
491,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
493,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,1,0,,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
495,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
496,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,0,1,,0,0,,0,0,0
497,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,0,0
498,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,0
499,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,0
500,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,0
501,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
502,0,0,0,0,0,,0,0,0,0,0,0,1,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
503,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
504,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
505,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
506,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
507,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
508,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
509,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
510,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
511,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
512,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
513,0,0,0,0,0,,0,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
514,0,0,0,0,0,,0,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
515,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
516,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
517,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
518,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
519,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
520,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,,
521,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,
522,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,
523,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,
524,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,
525,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,
526,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,
527,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,
528,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,
529,0,0,0,0,0,,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,
